FlightDate,Origin,DepDelay,ArrDelay,CRSElapsedTime,ActualElapsedTime
2011-10-14,SLC,1,-5,124,117
2011-10-15,SLC,1,-8,126,116
2011-10-16,SLC,0,-8,124,115
2011-10-17,SLC,1,-6,124,116
2011-10-18,SLC,2,-5,123,114
2011-10-19,SLC,3,-3,123,117
2011-10-20,SLC,5,-1,124,117
2011-10-21,SLC,3,-4,124,115
2011-10-22,SLC,5,-4,127,117
2011-10-23,SLC,0,-9,124,115
2011-10-24,SLC,-1,-9,124,115
2011-10-25,SLC,1,-8,123,113
2011-10-26,SLC,1,-8,123,113
2011-10-27,SLC,0,-8,124,115
2011-10-28,SLC,-2,-11,124,115
2011-10-29,SLC,1,-8,125,115
2011-10-30,SLC,-1,-9,124,116
2011-10-31,SLC,-1,-9,125,117
2011-11-01,SLC,5,-2,123,116
2011-11-02,SLC,0,-5,124,118
2011-11-03,SLC,1,-4,125,119
2011-11-04,SLC,1,-1,125,122
2011-11-05,SLC,2,10,127,135
2011-11-06,SLC,0,-7,126,118
2011-11-07,SLC,0,-5,126,120
2011-11-08,SLC,1,-4,125,119
2011-11-09,SLC,0,-6,125,119
2011-11-10,SLC,0,-4,126,120
2011-11-11,SLC,1,-5,126,120
2011-11-12,SLC,9,15,128,134
2011-11-13,SLC,1,-6,126,119
2011-11-14,SLC,2,-5,126,118
2011-11-15,SLC,0,-8,125,116
2011-11-16,SLC,1,-6,125,117
2011-11-17,SLC,3,-3,126,119
2011-11-18,SLC,8,9,127,129
2011-11-19,SLC,6,0,128,122
2011-11-20,SLC,3,-2,126,120
2011-11-21,SLC,1,-5,126,119
2011-11-22,SLC,3,-3,127,120
2011-11-23,SLC,2,-5,125,117
2011-11-24,SLC,-1,-11,126,116
2011-11-25,SLC,-2,-12,127,117
2011-11-26,SLC,0,-7,128,120
2011-11-27,SLC,0,-3,126,121
2011-11-28,SLC,2,-4,125,118
2011-11-29,SLC,8,3,125,120
2011-11-30,SLC,1,-4,125,119
2011-12-01,SLC,8,2,126,120
2011-12-02,SLC,0,-5,126,119
2011-12-03,SLC,-1,-9,129,121
2011-12-04,SLC,2,-2,127,121
2011-12-05,SLC,0,-8,126,117
2011-12-06,SLC,-2,-8,126,120
2011-12-07,SLC,0,-9,127,118
2011-12-08,SLC,0,-9,126,117
2011-12-09,SLC,3,-2,126,120
2011-12-10,SLC,0,-7,130,123
2011-12-11,SLC,-1,-6,126,121
2011-12-12,SLC,0,-5,126,120
2011-12-13,SLC,1,1,126,126
2011-12-14,SLC,2,1,127,125
2011-12-15,SLC,4,1,125,122
2011-12-16,SLC,2,-4,125,118
2011-12-17,SLC,3,-3,131,123
2011-12-18,SLC,1,-2,128,123
2011-12-19,SLC,3,0,127,124
2011-12-20,SLC,2,-2,126,121
2011-12-21,SLC,8,5,127,123
2011-12-22,SLC,7,0,127,119
2011-12-23,SLC,3,-3,126,120
2011-12-24,SLC,1,-7,131,122
2011-12-25,SLC,-2,-11,131,123
2011-12-26,SLC,2,-4,128,120
2011-12-27,SLC,4,-1,126,120
2011-12-28,SLC,3,-7,128,117
2011-12-29,SLC,4,-5,127,118
2011-12-30,SLC,5,0,127,121
2011-12-31,SLC,7,-2,129,120
2012-01-01,SLC,2,-7,130,120
2012-01-02,SLC,3,-3,127,120
2012-01-03,SLC,4,-4,127,118
2012-01-04,SLC,0,-5,128,122
2012-01-05,SLC,0,-7,126,119
2012-01-06,SLC,-1,-11,127,117
2012-01-07,SLC,4,5,128,128
2012-01-08,SLC,0,-5,128,122
2012-01-09,SLC,0,-5,127,121
2012-01-10,SLC,0,-5,128,122
2012-01-11,SLC,3,-3,128,122
2012-01-12,SLC,1,-3,127,122
2012-01-13,SLC,3,-5,127,118
2012-01-14,SLC,0,-7,128,120
2012-01-15,SLC,0,-9,128,119
2012-01-16,SLC,3,2,127,127
2012-01-17,SLC,1,-5,128,121
2012-01-18,SLC,6,-1,130,121
2012-01-19,SLC,6,-2,128,120
2012-01-20,SLC,13,5,127,119
2012-01-21,SLC,16,24,129,137
2012-01-22,SLC,7,3,128,125
2012-01-23,SLC,7,11,128,131
2012-01-24,SLC,6,0,128,122
2012-01-25,SLC,3,-2,128,122
2012-01-26,SLC,3,-1,127,122
2012-01-27,SLC,3,-3,127,120
2012-01-28,SLC,0,-8,128,119
2012-01-29,SLC,0,-7,128,120
2012-01-30,SLC,0,-5,127,123
2012-01-31,SLC,-1,-6,127,122
2012-02-01,SLC,1,-7,128,118
2012-02-02,SLC,2,-1,126,122
2012-02-03,SLC,0,-5,127,122
2012-02-04,SLC,0,-8,128,120
2012-02-05,SLC,-2,-7,128,122
2012-02-06,SLC,0,-4,126,121
2012-02-07,SLC,-1,-8,127,120
2012-02-08,SLC,0,-8,128,120
2012-02-09,SLC,1,-6,127,119
2012-02-10,SLC,3,-5,127,118
2012-02-11,SLC,1,-7,127,119
2012-02-12,SLC,5,-1,129,122
2012-02-13,SLC,1,-6,126,119
2012-02-14,SLC,-2,-11,127,117
2012-02-15,SLC,2,-3,127,122
2012-02-16,SLC,2,-4,126,119
2012-02-17,SLC,4,0,126,121
2012-02-18,SLC,0,-4,129,125
2012-02-19,SLC,2,-1,127,124
2012-02-20,SLC,3,0,127,123
2012-02-21,SLC,5,-1,126,120
2012-02-22,SLC,7,0,127,120
2012-02-23,SLC,0,-6,126,119
2012-02-24,SLC,3,-3,126,119
2012-02-25,SLC,6,0,130,124
2012-02-26,SLC,1,-6,127,120
2012-02-27,SLC,2,-4,126,119
2012-02-28,SLC,2,-1,126,122
2012-02-29,SLC,10,17,127,134
2012-03-01,SLC,7,10,127,130
2012-03-02,SLC,6,4,125,123
2012-03-03,SLC,2,-2,128,123
2012-03-04,SLC,0,-6,126,119
2012-03-05,SLC,0,-4,125,121
2012-03-06,SLC,4,8,126,130
2012-03-07,SLC,4,0,126,122
2012-03-08,SLC,3,0,126,122
2012-03-09,SLC,1,-2,125,122
2012-03-10,SLC,2,-1,128,124
2012-03-11,SLC,3,0,126,122
2012-03-12,SLC,0,-2,125,122
2012-03-13,SLC,2,-1,126,121
2012-03-14,SLC,1,-2,126,122
2012-03-15,SLC,3,0,125,121
2012-03-16,SLC,5,2,126,123
2012-03-17,SLC,5,3,129,127
2012-03-18,SLC,8,7,127,127
2012-03-19,SLC,6,7,124,126
2012-03-20,SLC,5,5,125,125
2012-03-21,SLC,0,-3,125,122
2012-03-22,SLC,1,-1,125,122
2012-03-23,SLC,2,0,125,122
2012-03-24,SLC,4,0,128,124
2012-03-25,SLC,2,-1,126,122
2012-03-26,SLC,3,0,126,122
2012-03-27,SLC,0,-6,125,119
2012-03-28,SLC,0,-4,125,121
2012-03-29,SLC,4,0,126,122
2012-03-30,SLC,4,-1,126,120
2012-03-31,SLC,4,0,128,123
2012-04-01,SLC,5,3,126,124
2012-04-02,SLC,3,-1,125,121
2012-04-03,SLC,3,0,125,122
2012-04-04,SLC,2,-3,125,120
2012-04-05,SLC,0,-3,125,120
2012-04-06,SLC,3,5,125,126
2012-04-07,SLC,-1,-9,129,120
2012-04-08,SLC,2,-6,127,119
2012-04-09,SLC,0,-6,125,119
2012-04-10,SLC,1,-3,125,120
2012-04-11,SLC,1,0,125,122
2012-04-12,SLC,5,7,125,126
2012-04-13,SLC,0,-3,124,120
2012-04-14,SLC,-1,-6,127,123
2012-04-15,SLC,3,0,125,122
2012-04-16,SLC,0,-3,124,121
2012-04-17,SLC,2,-1,124,121
2012-04-18,SLC,0,-4,124,121
2012-04-19,SLC,0,-4,124,120
2012-04-20,SLC,2,-1,124,120
2012-04-21,SLC,0,-8,127,119
2012-04-22,SLC,4,0,125,120
2012-04-23,SLC,7,3,124,120
2012-04-24,SLC,0,-4,124,121
2012-04-25,SLC,-1,-7,125,119
2012-04-26,SLC,2,0,124,122
2012-04-27,SLC,0,-3,124,121
2012-04-28,SLC,-2,-10,127,119
2012-04-29,SLC,0,-5,126,120
2012-04-30,SLC,-1,-5,124,121
2012-05-01,SLC,-1,-5,124,119
2012-05-02,SLC,-2,-6,124,120
2012-05-03,SLC,1,-1,124,121
2012-05-04,SLC,1,-1,124,121
2012-05-05,SLC,-1,-5,127,123
2012-05-06,SLC,2,-2,125,121
2012-05-07,SLC,-1,-5,124,120
2012-05-08,SLC,-1,-8,123,117
2012-05-09,SLC,-1,-5,124,120
2012-05-10,SLC,0,-3,125,121
2012-05-11,SLC,0,-5,124,118
2012-05-12,SLC,-1,-7,127,121
2012-05-13,SLC,-2,-7,125,120
2012-05-14,SLC,-2,-7,124,119
2012-05-15,SLC,-1,-4,124,121
2012-05-16,SLC,3,-1,125,120
2012-05-17,SLC,2,0,125,122
2012-05-18,SLC,5,2,125,121
2012-05-19,SLC,0,-5,128,122
2012-05-20,SLC,5,0,126,120
2012-05-21,SLC,1,-2,124,121
2012-05-22,SLC,0,-3,124,120
2012-05-23,SLC,1,-2,125,121
2012-05-24,SLC,0,-4,125,120
2012-05-25,SLC,2,0,125,123
2012-05-26,SLC,2,0,128,126
2012-05-27,SLC,-1,-6,127,122
2012-05-28,SLC,0,-6,125,118
2012-05-29,SLC,3,-2,124,118
2012-05-30,SLC,2,-5,125,117
2012-05-31,SLC,3,-2,125,119
2012-06-01,SLC,3,-2,124,119
2012-06-02,SLC,0,-3,127,122
2012-06-03,SLC,1,-2,125,120
2012-06-04,SLC,3,0,124,121
2012-06-05,SLC,7,5,124,122
2012-06-06,SLC,0,-3,124,120
2012-06-07,SLC,3,0,123,120
2012-06-08,SLC,1,-1,123,120
2012-06-09,SLC,1,-2,127,123
2012-06-10,SLC,1,-2,125,120
2012-06-11,SLC,2,-3,123,117
2012-06-12,SLC,2,-2,123,118
2012-06-13,SLC,3,-1,123,118
2012-06-14,SLC,3,0,122,120
2012-06-15,SLC,2,-1,123,119
2012-06-16,SLC,4,0,126,121
2012-06-17,SLC,0,-2,124,121
2012-06-18,SLC,0,-2,122,120
2012-06-19,SLC,0,-3,123,119
2012-06-20,SLC,0,-5,123,118
2012-06-21,SLC,2,0,122,119
2012-06-22,SLC,6,3,122,118
2012-06-23,SLC,3,-1,126,120
2012-06-24,SLC,2,0,124,120
2012-06-25,SLC,5,1,122,118
2012-06-26,SLC,1,0,123,120
2012-06-27,SLC,0,-3,123,120
2012-06-28,SLC,2,-1,123,119
2012-06-29,SLC,3,0,122,118
2012-06-30,SLC,4,0,125,121
2012-07-01,SLC,11,8,123,120
2012-07-02,SLC,3,0,121,118
2012-07-03,SLC,3,0,123,119
2012-07-04,SLC,-1,-6,124,119
2012-07-05,SLC,0,0,124,124
2012-07-06,SLC,-1,-3,122,120
2012-07-07,SLC,1,-2,125,121
2012-07-08,SLC,2,0,124,121
2012-07-09,SLC,3,0,121,118
2012-07-10,SLC,2,0,121,118
2012-07-11,SLC,2,1,123,122
2012-07-12,SLC,7,3,122,118
2012-07-13,SLC,11,10,123,122
2012-07-14,SLC,7,5,126,124
2012-07-15,SLC,3,3,125,124
2012-07-16,SLC,6,7,122,123
2012-07-17,SLC,2,0,122,119
2012-07-18,SLC,8,7,121,119
2012-07-19,SLC,9,7,122,120
2012-07-20,SLC,4,2,122,120
2012-07-21,SLC,3,2,125,123
2012-07-22,SLC,4,4,125,125
2012-07-23,SLC,4,1,122,120
2012-07-24,SLC,5,3,122,120
2012-07-25,SLC,1,-2,123,119
2012-07-26,SLC,7,4,122,119
2012-07-27,SLC,5,2,122,119
2012-07-28,SLC,5,2,125,122
2012-07-29,SLC,3,0,124,122
2012-07-30,SLC,2,0,122,119
2012-07-31,SLC,4,0,122,119
2012-08-01,SLC,5,3,123,120
2012-08-02,SLC,3,0,123,119
2012-08-03,SLC,3,-1,122,118
2012-08-04,SLC,3,1,125,123
2012-08-05,SLC,3,1,123,121
2012-08-06,SLC,3,-1,122,117
2012-08-07,SLC,4,0,122,117
2012-08-08,SLC,3,1,123,121
2012-08-09,SLC,9,6,122,119
2012-08-10,SLC,9,6,122,118
2012-08-11,SLC,1,-4,125,120
2012-08-12,SLC,3,0,124,121
2012-08-13,SLC,1,-3,122,118
2012-08-14,SLC,3,1,122,119
2012-08-15,SLC,4,0,124,120
2012-08-16,SLC,5,2,123,120
2012-08-17,SLC,1,-2,123,119
2012-08-18,SLC,1,-2,126,123
2012-08-19,SLC,1,-1,124,121
2012-08-20,SLC,2,-2,122,118
2012-08-21,SLC,0,-3,121,118
2012-08-22,SLC,5,0,123,119
2012-08-23,SLC,2,-2,123,118
2012-08-24,SLC,-1,-3,123,120
2012-08-25,SLC,1,-2,126,122
2012-08-26,SLC,1,-2,124,121
2012-08-27,SLC,1,-2,123,119
2012-08-28,SLC,-1,-5,122,118
2012-08-29,SLC,-2,-5,122,119
2012-08-30,SLC,6,3,123,120
2012-08-31,SLC,6,4,123,121
2012-09-01,SLC,2,0,126,124
2012-09-02,SLC,0,-7,125,119
2012-09-03,SLC,0,-5,123,117
2012-09-04,SLC,2,-1,122,117
2012-09-05,SLC,0,-3,121,117
2012-09-06,SLC,0,-4,121,116
2012-09-07,SLC,0,-5,121,116
2012-09-08,SLC,-2,-7,125,119
2012-09-09,SLC,0,-3,122,119
2012-09-10,SLC,1,0,121,120
2012-09-11,SLC,3,0,121,117
2012-09-12,SLC,0,-4,120,116
2012-09-13,SLC,0,-1,121,119
2012-09-14,SLC,1,-1,121,118
2012-09-15,SLC,0,-5,126,121
2012-09-16,SLC,0,-4,122,118
2012-09-17,SLC,0,-3,122,117
2012-09-18,SLC,1,-1,121,117
2012-09-19,SLC,3,-1,121,116
2012-09-20,SLC,1,-1,122,118
2012-09-21,SLC,-1,-5,122,118
2012-09-22,SLC,0,-5,126,120
2012-09-23,SLC,0,-4,123,119
2012-09-24,SLC,1,-2,121,118
2012-09-25,SLC,-2,-5,121,118
2012-09-26,SLC,0,-4,121,117
2012-09-27,SLC,2,-2,122,117
2012-09-28,SLC,1,-1,121,118
2012-09-29,SLC,0,-5,126,121
2012-09-30,SLC,2,-1,123,119
2012-10-01,SLC,0,-2,122,120
2012-10-02,SLC,-2,-3,121,120
2012-10-03,SLC,1,0,121,120
2012-10-04,SLC,6,1,122,117
2012-10-05,SLC,4,0,122,117
2012-10-06,SLC,1,-6,125,117
2012-10-07,SLC,0,-4,123,119
2012-10-08,SLC,1,-2,121,117
2012-10-09,SLC,1,-4,121,115
2012-10-10,SLC,0,-3,121,117
2012-10-11,SLC,5,2,122,119
2012-10-12,SLC,3,0,122,118
2012-10-13,SLC,0,-2,125,122
2012-10-14,SLC,2,-1,123,120
2012-10-15,SLC,6,4,121,119
2012-10-16,SLC,5,1,121,118
2012-10-17,SLC,1,-1,121,118
2012-10-18,SLC,3,0,122,118
2012-10-19,SLC,3,0,122,117
2012-10-20,SLC,1,-4,125,119
2012-10-21,SLC,1,-1,123,120
2012-10-22,SLC,6,6,122,122
2012-10-23,SLC,1,0,121,120
2012-10-24,SLC,4,1,121,118
2012-10-25,SLC,10,17,123,129
2012-10-26,SLC,2,0,122,120
2012-10-27,SLC,0,-4,124,119
2012-10-28,SLC,0,-3,121,117
2012-10-29,SLC,-1,-5,114,109
2012-10-30,SLC,0,-5,117,113
2012-10-31,SLC,-2,-6,120,116
2012-11-01,SLC,0,-1,122,121
2012-11-02,SLC,2,-3,122,116
2012-11-03,SLC,-2,-7,125,119
2012-11-04,SLC,-1,-8,125,118
2012-11-05,SLC,-2,-8,124,118
2012-11-06,SLC,-1,-7,124,118
2012-11-07,SLC,0,-4,122,117
2012-11-08,SLC,1,-2,125,120
2012-11-09,SLC,24,48,125,149
2012-11-10,SLC,13,28,126,141
2012-11-11,SLC,15,24,123,132
2012-11-12,SLC,6,1,124,119
2012-11-13,SLC,0,-3,124,120
2012-11-14,SLC,0,-4,124,119
2012-11-15,SLC,0,-3,124,120
2012-11-16,SLC,0,-4,125,121
2012-11-17,SLC,0,-5,127,121
2012-11-18,SLC,0,-6,127,120
2012-11-19,SLC,0,-6,125,118
2012-11-20,SLC,3,-1,125,120
2012-11-21,SLC,3,0,125,121
2012-11-22,SLC,-3,-12,130,120
2012-11-23,SLC,0,-7,127,120
2012-11-24,SLC,-1,-6,128,123
2012-11-25,SLC,3,-1,126,121
2012-11-26,SLC,4,0,126,121
2012-11-27,SLC,-1,-6,125,119
2012-11-28,SLC,0,-5,124,119
2012-11-29,SLC,0,-5,124,118
2012-11-30,SLC,1,-2,124,120
2012-12-01,SLC,-1,-6,127,122
2012-12-02,SLC,0,-1,126,123
2012-12-03,SLC,0,-4,124,120
2012-12-04,SLC,-2,-7,125,120
2012-12-05,SLC,-2,-6,124,120
2012-12-06,SLC,0,-3,124,121
2012-12-07,SLC,-1,-6,124,118
2012-12-08,SLC,0,2,128,130
2012-12-09,SLC,7,10,125,128
2012-12-10,SLC,3,5,124,126
2012-12-11,SLC,0,-5,124,119
2012-12-12,SLC,-1,-6,124,119
2012-12-13,SLC,0,-6,124,118
2012-12-14,SLC,0,-4,124,119
2012-12-15,SLC,10,13,130,133
2012-12-16,SLC,4,1,129,126
2012-12-17,SLC,7,2,126,121
2012-12-18,SLC,9,2,127,120
2012-12-19,SLC,12,6,127,120
2012-12-20,SLC,13,7,127,120
2012-12-21,SLC,11,8,127,124
2012-12-22,SLC,11,5,131,125
2012-12-23,SLC,8,3,130,125
2012-12-24,SLC,7,13,130,136
2012-12-25,SLC,5,2,130,128
2012-12-26,SLC,18,31,129,141
2012-12-27,SLC,17,22,128,133
2012-12-28,SLC,7,6,127,126
2012-12-29,SLC,6,2,131,126
2012-12-30,SLC,7,1,128,122
2012-12-31,SLC,7,6,132,131
2013-01-01,SLC,5,0,131,125
2013-01-02,SLC,3,0,129,125
2013-01-03,SLC,3,2,127,126
2013-01-04,SLC,2,1,126,125
2013-01-05,SLC,5,3,127,125
2013-01-06,SLC,3,3,126,126
2013-01-07,SLC,3,0,127,124
2013-01-08,SLC,1,-2,126,123
2013-01-09,SLC,0,-4,125,122
2013-01-10,SLC,16,29,128,141
2013-01-11,SLC,14,23,127,136
2013-01-12,SLC,11,16,127,131
2013-01-13,SLC,8,5,128,125
2013-01-14,SLC,8,3,127,121
2013-01-15,SLC,2,-2,125,120
2013-01-16,SLC,1,0,125,122
2013-01-17,SLC,3,1,127,124
2013-01-18,SLC,20,22,126,128
2013-01-19,SLC,0,-2,127,124
2013-01-20,SLC,5,0,126,120
2013-01-21,SLC,3,0,127,124
2013-01-22,SLC,2,-1,126,122
2013-01-23,SLC,3,0,125,122
2013-01-24,SLC,104,114,130,140
2013-01-25,SLC,8,5,127,123
2013-01-26,SLC,30,33,129,131
2013-01-27,SLC,67,85,130,148
2013-01-28,SLC,21,20,127,125
2013-01-29,SLC,13,21,126,134
2013-01-30,SLC,12,21,126,135
2013-01-31,SLC,3,-3,126,119
2013-02-01,SLC,3,-3,127,119
2013-02-02,SLC,1,-2,128,123
2013-02-03,SLC,4,1,127,124
2013-02-04,SLC,8,8,127,127
2013-02-05,SLC,3,0,126,122
2013-02-06,SLC,12,11,126,125
2013-02-07,SLC,9,6,126,123
2013-02-08,SLC,4,4,122,122
2013-02-09,SLC,2,8,126,132
2013-02-10,SLC,6,8,126,128
2013-02-11,SLC,2,-2,126,122
2013-02-12,SLC,0,-4,126,122
2013-02-13,SLC,1,-4,126,119
2013-02-14,SLC,4,-2,126,119
2013-02-15,SLC,0,-5,126,120
2013-02-16,SLC,1,-3,129,124
2013-02-17,SLC,0,-4,127,121
2013-02-18,SLC,2,-4,126,119
2013-02-19,SLC,3,-3,127,121
2013-02-20,SLC,1,-1,127,124
2013-02-21,SLC,1,-2,126,122
2013-02-22,SLC,6,6,127,127
2013-02-23,SLC,53,70,130,147
2013-02-24,SLC,9,4,128,123
2013-02-25,SLC,0,-3,127,122
2013-02-26,SLC,3,0,126,123
2013-02-27,SLC,5,-1,127,120
2013-02-28,SLC,1,-5,127,120
2013-03-01,SLC,6,0,127,121
2013-03-02,SLC,4,0,130,125
2013-03-03,SLC,3,-1,128,122
2013-03-04,SLC,2,-4,127,120
2013-03-05,SLC,2,-3,125,119
2013-03-06,SLC,7,3,125,121
2013-03-07,SLC,0,-6,126,120
2013-03-08,SLC,6,0,126,120
2013-03-09,SLC,13,7,130,125
2013-03-10,SLC,1,-2,128,124
2013-03-11,SLC,1,-4,126,120
2013-03-12,SLC,3,-1,126,120
2013-03-13,SLC,1,-4,126,120
2013-03-14,SLC,3,-2,126,120
2013-03-15,SLC,1,-5,126,119
2013-03-16,SLC,6,-1,130,122
2013-03-17,SLC,4,0,128,122
2013-03-18,SLC,7,0,126,119
2013-03-19,SLC,1,-6,126,118
2013-03-20,SLC,3,-1,127,121
2013-03-21,SLC,5,4,126,125
2013-03-22,SLC,9,10,126,127
2013-03-23,SLC,14,12,130,128
2013-03-24,SLC,2,-4,127,121
2013-03-25,SLC,9,4,126,121
2013-03-26,SLC,3,-1,126,121
2013-03-27,SLC,0,-3,126,122
2013-03-28,SLC,3,-3,126,118
2013-03-29,SLC,0,-6,126,119
2013-03-30,SLC,0,-7,130,121
2013-03-31,SLC,3,-2,128,121
2013-04-01,SLC,6,2,125,120
2013-04-02,SLC,3,0,126,122
2013-04-03,SLC,2,-1,126,122
2013-04-04,SLC,3,1,126,123
2013-04-05,SLC,3,0,126,123
2013-04-06,SLC,-1,-5,129,125
2013-04-07,SLC,0,-3,128,124
2013-04-08,SLC,9,5,126,122
2013-04-09,SLC,5,2,126,124
2013-04-10,SLC,5,4,125,124
2013-04-11,SLC,4,0,126,122
2013-04-12,SLC,6,-1,126,118
2013-04-13,SLC,3,0,126,123
2013-04-14,SLC,3,-2,127,121
2013-04-15,SLC,8,8,126,125
2013-04-16,SLC,3,0,126,122
2013-04-17,SLC,15,12,124,121
2013-04-18,SLC,11,7,125,122
2013-04-19,SLC,4,2,126,124
2013-04-20,SLC,0,-4,126,121
2013-04-21,SLC,0,-2,127,124
2013-04-22,SLC,8,2,126,120
2013-04-23,SLC,4,-1,126,120
2013-04-24,SLC,4,-2,125,118
2013-04-25,SLC,4,-1,126,120
2013-04-26,SLC,2,-2,125,121
2013-04-27,SLC,-1,-6,126,121
2013-04-28,SLC,-1,-4,127,123
2013-04-29,SLC,-1,-3,125,123
2013-04-30,SLC,0,-3,125,122
2013-05-01,SLC,4,1,125,123
2013-05-02,SLC,2,0,125,122
2013-05-03,SLC,3,0,125,122
2013-05-04,SLC,-2,-6,127,123
2013-05-05,SLC,1,0,126,124
2013-05-06,SLC,2,1,125,124
2013-05-07,SLC,-2,-4,125,123
2013-05-08,SLC,3,2,125,123
2013-05-09,SLC,0,-2,125,122
2013-05-10,SLC,3,1,125,123
2013-05-11,SLC,0,-4,127,123
2013-05-12,SLC,-1,-5,126,122
2013-05-13,SLC,1,-1,125,122
2013-05-14,SLC,-2,-6,125,122
2013-05-15,SLC,0,-1,124,123
2013-05-16,SLC,1,-1,125,122
2013-05-17,SLC,0,0,125,124
2013-05-18,SLC,-1,-3,127,124
2013-05-19,SLC,3,2,126,126
2013-05-20,SLC,2,1,125,124
2013-05-21,SLC,8,6,125,124
2013-05-22,SLC,4,1,124,121
2013-05-23,SLC,4,1,125,122
2013-05-24,SLC,3,0,125,122
2013-05-25,SLC,2,-1,129,125
2013-05-26,SLC,0,-4,125,121
2013-05-27,SLC,2,-1,126,122
2013-05-28,SLC,3,1,125,124
2013-05-29,SLC,2,1,125,124
2013-05-30,SLC,9,7,125,123
2013-05-31,SLC,6,2,125,121
2013-06-01,SLC,3,0,125,121
2013-06-02,SLC,3,0,125,121
2013-06-03,SLC,3,-1,124,119
2013-06-04,SLC,1,-4,125,119
2013-06-05,SLC,3,-1,125,119
2013-06-06,SLC,4,0,125,121
2013-06-07,SLC,2,0,125,121
2013-06-08,SLC,1,-3,126,121
2013-06-09,SLC,0,-3,126,121
2013-06-10,SLC,6,2,124,120
2013-06-11,SLC,3,-1,124,119
2013-06-12,SLC,5,1,124,120
2013-06-13,SLC,9,8,124,123
2013-06-14,SLC,4,0,124,121
2013-06-15,SLC,3,-1,127,122
2013-06-16,SLC,4,0,125,120
2013-06-17,SLC,8,3,124,119
2013-06-18,SLC,5,2,124,121
2013-06-19,SLC,5,1,124,120
2013-06-20,SLC,1,-3,124,119
2013-06-21,SLC,3,1,124,122
2013-06-22,SLC,1,0,127,125
2013-06-23,SLC,8,5,125,122
2013-06-24,SLC,9,6,124,121
2013-06-25,SLC,7,4,124,122
2013-06-26,SLC,12,7,124,120
2013-06-27,SLC,9,5,124,120
2013-06-28,SLC,13,9,123,119
2013-06-29,SLC,11,8,126,123
2013-06-30,SLC,5,1,123,119
2013-07-01,SLC,6,3,123,120
2013-07-02,SLC,3,1,124,122
2013-07-03,SLC,6,3,125,122
2013-07-04,SLC,1,-3,128,124
2013-07-05,SLC,2,0,126,123
2013-07-06,SLC,8,5,127,124
2013-07-07,SLC,5,5,125,125
2013-07-08,SLC,7,5,124,122
2013-07-09,SLC,8,4,124,121
2013-07-10,SLC,12,9,124,120
2013-07-11,SLC,5,2,124,121
2013-07-12,SLC,3,1,124,122
2013-07-13,SLC,6,7,127,128
2013-07-14,SLC,2,0,124,121
2013-07-15,SLC,4,2,124,123
2013-07-16,SLC,3,3,124,124
2013-07-17,SLC,3,3,124,124
2013-07-18,SLC,6,2,124,121
2013-07-19,SLC,3,0,125,121
2013-07-20,SLC,5,1,126,123
2013-07-21,SLC,10,6,125,121
2013-07-22,SLC,8,4,124,120
2013-07-23,SLC,5,0,125,120
2013-07-24,SLC,2,-2,125,120
2013-07-25,SLC,4,0,125,120
2013-07-26,SLC,4,0,125,120
2013-07-27,SLC,2,-1,127,123
2013-07-28,SLC,2,1,125,124
2013-07-29,SLC,11,6,124,120
2013-07-30,SLC,3,-2,125,119
2013-07-31,SLC,2,-2,124,119
2013-08-01,SLC,3,-1,124,119
2013-08-02,SLC,4,-1,125,119
2013-08-03,SLC,4,0,127,122
2013-08-04,SLC,3,-1,125,120
2013-08-05,SLC,2,-4,124,118
2013-08-06,SLC,4,0,124,119
2013-08-07,SLC,8,3,124,119
2013-08-08,SLC,9,7,124,122
2013-08-09,SLC,7,3,124,120
2013-08-10,SLC,5,0,127,123
2013-08-11,SLC,5,0,125,120
2013-08-12,SLC,5,0,124,119
2013-08-13,SLC,4,0,123,118
2013-08-14,SLC,7,3,123,119
2013-08-15,SLC,4,0,124,120
2013-08-16,SLC,1,-1,125,121
2013-08-17,SLC,1,-1,128,125
2013-08-18,SLC,4,0,125,121
2013-08-19,SLC,4,0,124,119
2013-08-20,SLC,0,-3,124,121
2013-08-21,SLC,1,-1,123,120
2013-08-22,SLC,5,6,124,124
2013-08-23,SLC,1,0,123,121
2013-08-24,SLC,0,-1,125,124
2013-08-25,SLC,3,0,124,121
2013-08-26,SLC,5,1,123,120
2013-08-27,SLC,-2,-3,123,121
2013-08-28,SLC,0,-2,122,120
2013-08-29,SLC,2,-1,123,119
2013-08-30,SLC,2,0,123,120
2013-08-31,SLC,1,-4,125,120
2013-09-01,SLC,-1,-6,127,122
2013-09-02,SLC,1,-1,123,120
2013-09-03,SLC,-1,-4,121,118
2013-09-04,SLC,0,-3,121,119
2013-09-05,SLC,4,2,122,119
2013-09-06,SLC,2,2,122,122
2013-09-07,SLC,-2,-3,123,122
2013-09-08,SLC,0,-1,123,121
2013-09-09,SLC,0,-2,122,120
2013-09-10,SLC,1,-1,120,117
2013-09-11,SLC,0,-4,121,117
2013-09-12,SLC,2,1,121,120
2013-09-13,SLC,10,8,122,120
2013-09-14,SLC,7,4,123,121
2013-09-15,SLC,6,3,123,120
2013-09-16,SLC,3,1,122,120
2013-09-17,SLC,0,0,119,119
2013-09-18,SLC,1,0,121,120
2013-09-19,SLC,8,6,122,120
2013-09-20,SLC,5,4,122,121
2013-09-21,SLC,0,-2,123,121
2013-09-22,SLC,2,0,123,121
